Type,Locus,Strand,Left,Right,Length,CN_HMM,CN_boot,Lowerbound,Upperbound
CDS,SATW20_01730,1,191297,192184,888,1,0.9231277219,0.8539240373,0.9997708026
IG,,1,192185,192237,53,1,1.1430965767,1.1122020746,1.1739910787
CDS,SATW20_01740,1,192238,193500,1263,1,1.0076360676,0.9173195555,1.0893971791
IG,,1,193501,193576,76,1,0.8526882572,0.0123578008,0.8526882572
CDS,SATW20_01750,1,193577,194722,1146,1,1.0675238716,0.984802654,1.1532109613
IG,,1,194723,194786,64,1,1.0751286721,0.0123578008,1.0627708713
CDS,SATW20_01760,-1,194787,195113,327,1,0.9737947053,0.8698161691,1.0924295933
IG,,1,195114,195119,6,1,1.1492754771,0.0247156017,1.1492754771
CDS,SATW20_01770,-1,195120,195503,384,1,1.1047873941,1.0256974688,1.1641295537
IG,,1,195504,195929,426,1,1.1393892364,1.055282044,1.223422282
CDS,SATW20_01780,1,195930,197417,1488,1,1.0056160424,0.9399497783,1.0689574953
IG,,1,197418,198063,646,1,1.0239320687,0.9374274629,1.1016096739
CDS,SATW20_01790,1,198064,199023,960,1,1.0706349263,0.9953197475,1.1470286042
IG,,1,199024,199084,61,1,1.0009818671,0.0123578008,1.0009818671
CDS,SATW20_01800,-1,199085,199288,204,1,0.9968626002,0.9144772613,1.0751286721
IG,,1,199289,199467,179,1,0.9803855324,0.9268350622,1.0751286721
CDS,SATW20_01810,1,199468,199980,513,1,0.8938809266,0.8361905931,0.9536102973
IG,,1,199981,200321,341,1,0.7983139335,0.7537022725,0.8428020165
CDS,SATW20_01820,1,200322,201062,741,1,0.9361034128,0.8402841146,1.0164291182
IG,,1,201063,201075,13,1,0.7043946472,0.0123578008,0.7043946472
CDS,SATW20_01830,1,201076,202050,975,1,0.9380694265,0.8492954791,1.0627821056
CDS,SATW20_01840,1,202047,202808,762,1,1.0311898247,0.9473902042,1.1218411592
IG,,1,202809,202817,9,1,1.0504130704,0.0245920236,1.0381788476
CDS,SATW20_01850,1,202818,203852,1035,1,1.1425348584,1.077375545,1.2122103864
IG,,1,203853,204065,213,1,1.1451562101,1.0627708713,1.223422282
CDS,SATW20_01860,1,204066,204425,360,1,1.0726571119,1.0306405891,1.1047873941
IG,,1,204426,204499,74,1,1.0998442738,0.0247156017,1.0876100509
CDS,SATW20_01870,1,204500,205624,1125,1,1.0456600701,0.9677108649,1.1245693814
IG,,1,205625,206009,385,1,1.0405268298,0.983680946,1.1073825323
CDS,SATW20_01880,1,206010,207260,1251,1,1.0494624704,0.9657526288,1.1265181116
IG,,1,207261,207688,428,1,1.0874864729,0.983680946,1.1814551904
CDS,SATW20_01890,1,207689,214882,7194,1,1.0294217375,0.9911633404,1.0697234039
IG,,1,214883,214894,12,1,0.9021194605,0.0245920236,0.8898852377
CDS,SATW20_01900,1,214895,215539,645,1,0.9330139626,0.8232766912,1.0241681909
IG,,1,215540,215867,328,1,0.9021194605,0.7260207987,1.0411447198
CDS,SATW20_01910,-1,215868,216362,495,1,0.974206632,0.8465093568,1.0772500946
IG,,1,216363,216631,269,1,1.013339668,0.9052089107,1.0843970227
CDS,SATW20_01920,-1,216632,217402,771,1,0.9309543291,0.8444222615,1.01059349
IG,,1,217403,217417,15,1,0.7661836514,0.0123578008,0.7661836514
CDS,SATW20_01930,-1,217418,218659,1242,1,0.9743650653,0.9030130246,1.0523332826
IG,,1,218660,218670,11,1,1.0751286721,0.0245920236,1.0751286721
CDS,SATW20_01940,-1,218671,219705,1035,1,0.954640114,0.85778585,1.04423417
IG,,1,219706,219740,35,1,1.0627708713,0.0247156017,1.0627708713
CDS,SATW20_01950,-1,219741,220925,1185,1,0.8916628598,0.820348843,0.9620357825
IG,,1,220926,221177,252,1,0.939192863,0.8279726555,1.013339668
CDS,SATW20_01960,-1,221178,222533,1356,1,0.9886240663,0.9111736092,1.0611561186
IG,,1,222534,222810,277,1,0.9669979149,0.9206561617,1.0318763692
CDS,SATW20_01970,-1,222811,223368,558,1,0.9597891977,0.9206561617,1.0051011341
IG,,1,223369,223434,66,1,1.0874864729,0.9886240663,1.1863488796
CDS,SATW20_01980,-1,223435,225075,1641,1,0.9311966389,0.8679537759,0.9988228866
IG,,1,225076,225346,271,1,0.8187043049,0.7383785995,0.9021194605
CDS,SATW20_01990,-1,225347,227392,2046,1,0.9409582631,0.8709189557,1.0051129034
IG,,1,227393,227976,584,1,1.0539438707,0.9373391929,1.1704602785
CDS,SATW20_02000,1,227977,229032,1056,1,1.0751286721,0.9977791371,1.1503464865
CDS,SATW20_02010,1,229032,229928,897,1,0.8897616597,0.7995373558,0.9849290839
IG,,1,229929,229939,11,1,0.7538258506,0.0123578008,0.7414680497
CDS,SATW20_02020,1,229940,231394,1455,1,0.9054148741,0.8460891915,0.9862596071
IG,,1,231395,231396,2,1,0.939192863,0.0123578008,0.939192863
CDS,SATW20_02030,1,231397,232272,876,1,0.9873882862,0.9280461266,1.0541451263
IG,,1,232273,232466,194,1,1.0710094052,0.9762662655,1.1616332779
CDS,SATW20_02040,-1,232467,232748,282,1,1.0256974688,0.7870992293,1.207975031
IG,,1,232749,232960,212,1,1.0627708713,0.7167524481,1.2604956845
CDS,SATW20_02050,1,232961,235750,2790,1,1.0845035555,1.0333507827,1.1394744626
IG,,1,235751,235949,199,1,1.1739910787,1.0627708713,1.2728534854
CDS,SATW20_02060,1,235950,236813,864,1,1.0516488505,0.9787254678,1.1196291129
IG,,1,236814,237017,204,1,0.9762662655,0.9515506638,1.0009818671
CDS,SATW20_02070,-1,237018,238610,1593,1,1.0089780912,0.9420860422,1.0933164472
IG,,1,238611,238782,172,1,1.1739910787,1.1122020746,1.2357800829
CDS,SATW20_02080,1,238783,240045,1263,1,1.0760113722,1.0106827408,1.132548311
IG,,1,240046,240050,5,1,1.0627708713,0.0123578008,1.0505366485
CDS,SATW20_02090,1,240051,241214,1164,1,0.9810192658,0.9211314618,1.0399849877
IG,,1,241215,241230,16,1,1.0751286721,0.0247156017,1.0751286721
CDS,SATW20_02100,1,241231,243006,1776,1,0.9105747979,0.8481288791,0.9788679078
IG,,1,243007,243043,37,1,0.7538258506,0.0123578008,0.7538258506
CDS,SATW20_02110,1,243044,245050,2007,1,0.935073596,0.8526823725,1.0192302197
IG,,1,245051,245587,537,1,1.0771883056,1.0051011341,1.1513763032
CDS,SATW20_02120,-1,245588,246214,627,1,1.0998442738,1.0380243751,1.1879090519
IG,,1,246215,246422,208,1,0.9886240663,0.865046058,1.0627708713
CDS,SATW20_02130,1,246423,247001,579,1,1.0098088677,0.9515506638,1.0768940722
IG,,1,247002,247383,382,1,1.0813075725,0.9608190144,1.1585438277
CDS,SATW20_02140,1,247384,248481,1098,1,1.0535025207,0.9628477534,1.1616950669
IG,,1,248482,248493,12,1,0.9144772613,0.0123578008,0.9144772613
CDS,SATW20_02150,1,248494,249765,1272,1,0.9347793627,0.879160432,0.9930463936
IG,,1,249766,249767,2,1,1.0009818671,0.0247156017,0.9886240663
CDS,SATW20_02160,1,249768,251036,1269,1,0.9515506638,0.8835739323,1.014257676
IG,,1,251037,251037,1,1,1.0009818671,0.0245920236,0.9886240663
CDS,SATW20_02170,1,251038,251877,840,1,1.007847312,0.9405384902,1.0723824941
IG,,1,251878,252050,173,1,0.9803855324,0.7043946472,1.1863488796
CDS,SATW20_02180,1,252051,253130,1080,1,0.8413602731,0.7455770185,0.9217271711
IG,,1,253131,253154,24,1,0.6549634439,0.0247156017,0.6549634439
CDS,SATW20_02190,1,253155,254195,1041,1,0.8594288758,0.7570950506,0.9583025168
IG,,1,254196,254249,54,1,1.04423417,1.0256974688,1.0627708713
CDS,SATW20_02200,1,254250,255218,969,1,0.9302053715,0.8167382911,1.0156090096
IG,,1,255219,255576,358,1,0.9639084646,0.8557777074,1.0843970227
CDS,SATW20_02210,-1,255577,256071,495,1,0.8835827593,0.7990965943,0.9824863586
IG,,1,256072,256303,232,1,0.9113878111,0.8712249584,0.954640114
CDS,SATW20_02220,1,256304,257683,1380,1,0.9745008654,0.9197734617,1.0318851962
IG,,1,257684,258041,358,1,0.9812093858,0.8524905324,1.1047873941
CDS,SATW20_02230,-1,258042,258800,759,1,1.0596814211,0.9839589965,1.1230151503
CDS,SATW20_02240,-1,258793,260349,1557,1,1.0024357261,0.935492792,1.0605900829
CDS,SATW20_02250,-1,260346,261314,969,1,1.0054756129,0.9493037909,1.0504243048
IG,,1,261315,261901,587,1,1.0221666686,0.9144242993,1.1404484765
CDS,SATW20_02260,1,261902,264151,2250,1,1.0697557152,1.0004177067,1.1509142289
IG,,1,264152,264173,22,1,0.8774038588,0.0123578008,0.8774038588
CDS,SATW20_02270,1,264174,264929,756,1,0.9735200875,0.8622998801,1.0916743943
IG,,1,264930,265032,103,1,0.9268350622,0.8526882572,1.0009818671
CDS,SATW20_02280,1,265033,265200,168,1,1.0071607675,1.0009818671,1.013339668
IG,,1,265201,265250,50,1,0.939192863,0.0123578008,0.939192863
CDS,SATW20_02290,1,265251,267014,1764,1,1.0673237453,0.9808126354,1.1635975178
IG,,1,267015,267177,163,1,0.9577295642,0.865046058,1.0504130704
CDS,SATW20_02300,-1,267178,267522,345,1,0.9787378256,0.8872900995,1.0752522501
IG,,1,267523,267711,189,1,0.9845047994,0.9021194605,1.1369176762
CDS,SATW20_02310,1,267712,269703,1992,1,1.0327590693,0.9633141133,1.0987320717
IG,,1,269704,270289,586,1,0.8815231258,0.8073763208,0.9495116267
CDS,SATW20_02320,-1,270290,271474,1185,1,0.9467976635,0.865046058,1.0114479738
IG,,1,271475,271503,29,1,0.8959405601,0.7291102489,1.0627708713
CDS,SATW20_02330,-1,271504,273765,2262,1,0.9069551217,0.8419101057,0.9639138376
IG,,1,273766,273951,186,1,0.8732845919,0.8279726555,0.939192863
CDS,SATW20_02340,-1,273952,275163,1212,1,0.9762662655,0.8878509535,1.0865548849
IG,,1,275164,275274,111,1,1.1430965767,1.0751286721,1.2110644812
CDS,SATW20_02350,-1,275275,276780,1506,1,1.0820799351,1.0264312132,1.1415672988
IG,,1,276781,276805,25,1,1.0009818671,0.9515506638,1.0504130704
CDS,SATW20_02360,-1,276806,278368,1563,1,1.035738182,0.9700796414,1.1083943272
IG,,1,278369,278741,373,1,0.9466075435,0.8329157759,1.0825433526
CDS,SATW20_02370,1,278742,279413,672,1,0.9376481379,0.8541866405,1.0164445654
IG,,1,279414,279549,136,1,0.9577295642,0.8526882572,1.0627708713
CDS,SATW20_02380,1,279550,280779,1230,1,0.9658096648,0.9173195555,1.0162009742
IG,,1,280780,281089,310,1,1.0009818671,0.9299245124,1.0782181223
CDS,SATW20_02390,-1,281090,282565,1476,1,0.9901687914,0.9159910919,1.075151843
IG,,1,282566,282762,197,1,1.1286791424,0.939192863,1.371715892
CDS,SATW20_02400,-1,282763,283119,357,1,1.0652424314,0.9639084646,1.1542185974
IG,,1,283120,283275,156,1,1.1492754771,1.1245598754,1.1739910787
CDS,SATW20_02410,-1,283276,283449,174,1,0.9680277316,0.8279726555,1.1739910787
IG,,1,283450,283473,24,1,0.9021194605,0.0245920236,0.9021194605
CDS,SATW20_02420,-1,283474,284619,1146,1,1.0504130704,0.9658001588,1.1321741819
IG,,1,284620,285191,572,1,1.1286791424,0.9700873651,1.2934498201
CDS,SATW20_02430,1,285192,286145,954,1,1.0335615239,0.9234198154,1.1515335843
IG,,1,286146,286465,320,1,0.9669979149,0.8372410061,1.0627708713
CDS,SATW20_02440,-1,286466,287995,1530,1,0.9623637395,0.9191114366,1.0148843931
IG,,1,287996,288358,363,1,1.0652424314,1.0108681078,1.1320487027
CDS,SATW20_02450,1,288359,289294,936,1,0.9898598464,0.8761433632,1.1443694301
IG,,1,289295,289631,337,1,1.0355837095,0.9144772613,1.1443323567
CDS,SATW20_02460,1,289632,291728,2097,1,1.1419731402,1.0700675909,1.2099522791
CDS,SATW20_02470,1,291713,292180,468,1,1.0405268298,0.9465333967,1.1072589543
IG,,1,292181,292202,22,1,0.9453717634,0.9021194605,0.9886240663
CDS,SATW20_02480,1,292203,292481,279,1,0.9433121299,0.8774038588,0.9886240663
IG,,1,292482,292707,226,1,0.9144772613,0.8774038588,0.9577295642
CDS,SATW20_02490,1,292708,293967,1260,1,0.9410940631,0.9011688604,0.983871066
IG,,1,293968,293984,17,1,0.8774038588,0.0123578008,0.8774038588
CDS,SATW20_02500,1,293985,295040,1056,1,1.0298167357,0.9505105489,1.1287512295
IG,,1,295041,295041,1,1,1.0874864729,0.0123578008,1.0752522501
CDS,SATW20_02510,1,295042,295188,147,1,1.0998442738,1.0874864729,1.1122020746
IG,,1,295189,295211,23,1,1.0318763692,0.9515506638,1.1122020746
CDS,SATW20_02520,1,295212,296255,1044,1,0.9279584986,0.8289500452,1.0122162315
IG,,1,296256,296782,527,1,0.8938809266,0.8402892637,0.9762868618
CDS,SATW20_02530,1,296783,297499,717,1,1.0117949429,0.8912754903,1.118442764
CDS,SATW20_02540,1,297492,298517,1026,1,0.9690575483,0.9124073297,1.0318866674
IG,,1,298518,298538,21,1,1.0751286721,0.0247156017,1.0627708713
CDS,SATW20_02550,1,298539,300233,1695,1,1.0394283586,0.9542899763,1.1252670162
IG,,1,300234,301202,969,1,0.893131969,0.7953929988,0.99200561
CDS,SATW20_02560,1,301203,302372,1170,1,0.9731768153,0.8804933091,1.0782181223
IG,,1,302373,302647,275,1,0.9330139626,0.7630942012,1.133828226
CDS,SATW20_02570,1,302648,303364,717,1,1.013339668,0.9005283936,1.147730752
CDS,SATW20_02580,1,303357,304382,1026,1,1.0324380874,0.9402825963,1.1391645491
IG,,1,304383,304403,21,1,1.0689497717,1.0380552696,1.0998442738
CDS,SATW20_02590,1,304404,306092,1689,1,0.9871702074,0.8846295377,1.0780509285
IG,,1,306093,306124,32,1,1.19252778,1.0751286721,1.3099268879
CDS,SATW20_02600,1,306125,307849,1725,1,0.9982356892,0.939192863,1.064864832
IG,,1,307850,307988,139,1,1.0071607675,0.9639084646,1.0504130704
CDS,SATW20_02610,1,307989,308663,675,1,1.0411447198,0.9561693919,1.1214858725
IG,,1,308664,308913,250,1,0.954640114,0.8681355082,1.1060231742
CDS,SATW20_02620,1,308914,310668,1755,1,1.0600246933,0.9453580325,1.1781652692
IG,,1,310669,310670,2,1,1.1492754771,0.0245920236,1.1492754771
CDS,SATW20_02630,1,310671,311411,741,1,0.9803855324,0.8924391832,1.0710231361
IG,,1,311412,311529,118,1,0.9762662655,0.9762662655,0.9762662655
CDS,SATW20_02640,1,311530,311967,438,1,0.9886240663,0.9515506638,1.0306900203
CDS,SATW20_02650,1,311960,312661,702,1,1.0365105445,0.9437961438,1.1307851176
IG,,1,312662,313001,340,1,1.0256974688,0.8996479003,1.1665763982
CDS,SATW20_02660,1,313002,315293,2292,1,0.9988326844,0.9488588124,1.042364381
IG,,1,315294,315518,225,1,1.0071607675,0.7630942012,1.1832594294
CDS,SATW20_02670,-1,315519,316223,705,1,0.939192863,0.8016968815,1.0535025207
IG,,1,316224,316369,146,1,0.865046058,0.7167524481,1.013339668
CDS,SATW20_02680,1,316370,317161,792,1,0.937819774,0.8594987785,1.0133671297
IG,,1,317162,317176,15,1,0.939192863,0.0123578008,0.939192863
CDS,SATW20_02690,1,317177,318613,1437,1,0.9809004408,0.8750404294,1.0674127702
IG,,1,318614,319107,494,1,0.8073763208,0.6383216055,0.9886240663
CDS,SATW20_02700,-1,319108,319869,762,1,0.999437142,0.9453717634,1.070509944
IG,,1,319870,320119,250,1,0.8403304564,0.7630942012,0.923745612
CDS,SATW20_02710,-1,320120,321034,915,1,0.9478433236,0.865046058,1.0306529469
IG,,1,321035,321061,27,1,0.9021194605,0.0123578008,0.9021194605
CDS,SATW20_02720,-1,321062,321466,405,1,0.9910956265,0.8946800644,1.1072589543
IG,,1,321467,321480,14,1,0.865046058,0.0245920236,0.8528118352
CDS,SATW20_02730,-1,321481,322362,882,1,0.9564937841,0.8971516246,1.0158235859
IG,,1,322363,322593,231,1,0.869165325,0.7043946472,1.0009818671
CDS,SATW20_02740,-1,322594,323592,999,1,0.9459334816,0.8773926245,1.0144855731
IG,,1,323593,323970,378,1,1.0083965476,0.954022224,1.0528846306
CDS,SATW20_02750,1,323971,324363,393,1,0.9762662655,0.820557975,1.1764626389
IG,,1,324364,324491,128,1,0.8835827593,0.790899253,0.9762662655
CDS,SATW20_02760,-1,324492,325868,1377,1,0.8872900995,0.8337396292,0.9334423663
IG,,1,325869,326101,233,1,0.939192863,0.8248832053,1.0473236202
CDS,SATW20_02770,1,326102,327094,993,1,1.0640066514,0.996026389,1.1468286325
IG,,1,327095,327419,325,1,1.0355837095,0.9713231451,1.1023158339
CDS,SATW20_02780,1,327420,328370,951,1,0.8551598174,0.7933708132,0.9453717634
IG,,1,328371,328421,51,1,0.865046058,0.8279726555,0.9021194605
CDS,SATW20_02790,-1,328422,329081,660,1,0.939192863,0.8367820021,1.0274805229
IG,,1,329082,329094,13,1,1.0504130704,0.0247156017,1.0504130704
CDS,SATW20_02800,-1,329095,330015,921,1,1.0290677781,0.9706378489,1.1043604882
CDS,SATW20_02810,-1,330012,331178,1167,1,1.0504130704,0.9937216591,1.1246422608
IG,,1,331179,331245,67,1,1.0998442738,1.0751286721,1.1245598754
CDS,SATW20_02820,-1,331246,332769,1524,1,1.1654950907,1.1098695397,1.2265194559
IG,,1,332770,333098,329,1,1.0226080186,0.9453717634,1.1091126244
CDS,SATW20_02830,-1,333099,333992,894,1,0.9503148837,0.8959282023,1.0084089054
IG,,1,333993,334239,247,1,0.7939887032,0.7445574999,0.8465093568
CDS,SATW20_02840,1,334240,334533,294,1,0.9268350622,0.7970781535,1.0318763692
IG,,1,334534,334615,82,1,0.9948029667,0.9762662655,1.013339668
CDS,SATW20_02850,1,334616,337645,3030,1,1.1544577806,1.1013909921,1.2102871357
CDS,SATW20_02860,1,337645,338103,459,1,1.0730690386,0.9082983609,1.1966470469
CDS,SATW20_02870,1,338075,338317,243,1,1.0195185684,0.8279726555,1.1863488796
IG,,1,338318,338329,12,1,0.9762662655,0.0123578008,0.9640320427
CDS,SATW20_02880,1,338330,339664,1335,1,1.1007269738,1.0344715074,1.1837007794
IG,,1,339665,339685,21,1,1.0256974688,0.0123578008,1.0256974688
CDS,SATW20_02890,1,339686,344134,4449,1,1.0866805294,1.0447687792,1.132087388
IG,,1,344135,344136,2,1,1.1492754771,0.0123578008,1.1369176762
CDS,SATW20_02900,1,344137,344403,267,1,1.2759429356,1.1122020746,1.4551310476
IG,,1,344404,344425,22,1,1.371715892,0.0245920236,1.371715892
CDS,SATW20_02910,1,344426,344821,396,1,1.2036498007,1.0899580331,1.3321709293
IG,,1,344822,344842,21,1,1.0380552696,0.0123578008,1.0258210468
CDS,SATW20_02920,1,344843,346513,1671,1,1.0167723904,0.9549627899,1.0902463818
IG,,1,346514,346528,15,1,0.865046058,0.0123578008,0.865046058
CDS,SATW20_02930,1,346529,347173,645,1,0.9127118612,0.8385650562,0.9975040289
CDS,SATW20_02940,1,347173,347628,456,1,1.0153993014,0.9433121299,1.0751286721
CDS,SATW20_02950,1,347621,348079,459,1,1.0825433526,0.9218425106,1.1765120701
IG,,1,348080,348102,23,1,1.0504130704,1.0380552696,1.0627708713
CDS,SATW20_02960,1,348103,348690,588,1,1.118380975,0.9824451659,1.2852524789
IG,,1,348691,348866,176,1,1.1245598754,1.0504130704,1.1987066804
CDS,SATW20_02970,1,348867,349085,219,1,1.0174589349,0.865046058,1.1369176762
IG,,1,349086,349216,131,1,1.0339360027,0.865046058,1.1492754771
CDS,SATW20_02980,1,349217,349717,501,1,0.9906836998,0.9102962054,1.0648305047
IG,,1,349718,349727,10,1,0.8774038588,0.0123578008,0.8774038588
CDS,SATW20_02990,1,349728,350228,501,1,1.0710094052,0.9371126332,1.19252778
IG,,1,350229,350238,10,1,0.9639084646,0.0245920236,0.9639084646
CDS,SATW20_03000,1,350239,350730,492,1,1.2048855808,1.0915645472,1.3078672544
IG,,1,350731,351022,292,1,1.1430965767,1.0720392219,1.2017961306
CDS,SATW20_03010,1,351023,351496,474,1,1.0009818671,0.8601029377,1.124584591
IG,,1,351497,351510,14,1,1.0256974688,0.865046058,1.1863488796
CDS,SATW20_03020,1,351511,351885,375,1,1.0967548236,1.0009818671,1.1709016285
IG,,1,351886,351902,17,1,0.9948029667,0.9639084646,1.0256974688
CDS,SATW20_03030,1,351903,352292,390,1,1.0936653733,0.9700873651,1.2481378837
IG,,1,352293,352293,1,1,0.9515506638,0.0123578008,0.939192863
CDS,SATW20_03040,1,352294,352686,393,1,1.1344461161,1.0058014095,1.2011782406
IG,,1,352687,353201,515,1,1.0998442738,1.0203836144,1.2092990811
CDS,SATW20_03050,1,353202,353555,354,1,1.0627708713,0.9608190144,1.1832594294
IG,,1,353556,353558,3,1,0.9886240663,0.0245920236,0.9763898435
CDS,SATW20_03050,1,353559,353687,129,1,0.9886240663,0.9886240663,0.9886240663
IG,,1,353688,353700,13,1,0.9886240663,0.0123578008,0.9886240663
CDS,SATW20_03060,1,353701,354201,501,1,1.0112800345,0.9227157952,1.1081240003
IG,,1,354202,354211,10,1,1.0256974688,0.0123578008,1.013339668
CDS,SATW20_03070,1,354212,354481,270,1,1.0668901382,1.0256974688,1.1492754771
IG,,1,354482,354484,3,1,1.0256974688,0.0247156017,1.0256974688
CDS,SATW20_03070,1,354485,354565,81,1,1.0380552696,1.0256974688,1.0504130704
IG,,1,354566,354568,3,1,1.0504130704,0.0123578008,1.0380552696
CDS,SATW20_03070,1,354569,354700,132,1,1.0936653733,1.0504130704,1.1369176762
IG,,1,354701,355385,685,1,1.0645362714,0.9638025406,1.1740087327
CDS,SATW20_03080,1,355386,355697,312,1,1.0998442738,1.0781872278,1.1214704252
IG,,1,355698,355846,149,1,1.0504130704,0.8774038588,1.1987066804
CDS,SATW20_03090,1,355847,356245,399,1,0.954022224,0.9020947449,0.998510307
IG,,1,356246,356494,249,1,0.9556699308,0.8526882572,1.0256974688
CDS,SATW20_03100,-1,356495,357319,825,1,1.0232259086,0.9354855227,1.1196661863
IG,,1,357320,357555,236,1,1.0751286721,0.7167524481,1.297569087
CDS,SATW20_03110,-1,357556,358863,1308,1,0.9365447628,0.8773862048,1.0204189224
IG,,1,358864,359446,583,1,0.9462544635,0.864975442,1.0628238333
CDS,SATW20_03120,1,359447,360337,891,1,1.0158112281,0.8994872489,1.103551614
IG,,1,360338,360585,248,1,0.935073596,0.8279726555,1.0256974688
CDS,SATW20_03130,1,360586,361635,1050,1,0.9299245124,0.8712146603,0.9886240663
IG,,1,361636,361647,12,1,0.9268350622,0.0123578008,0.9268350622
CDS,SATW20_03140,1,361648,362325,678,1,0.9809004408,0.9113723639,1.0628017658
IG,,1,362326,362532,207,1,0.9185965283,0.6673212448,1.1122020746
CDS,SATW20_03150,1,362533,363564,1032,1,0.9234647528,0.8324664013,0.9796927466
IG,,1,363565,363906,342,1,0.9490791037,0.9021194605,1.0009818671
CDS,SATW20_03160,1,363907,365025,1119,1,1.0493832537,0.9680277316,1.1122020746
CDS,SATW20_03170,1,365000,365923,924,1,1.0841161636,0.9863097872,1.1762379516
IG,,1,365924,365933,10,1,1.1492754771,0.0247156017,1.1492754771
CDS,SATW20_03180,1,365934,367154,1221,1,1.0161914682,0.9324816265,1.0808417785
IG,,1,367155,367258,104,1,1.013339668,1.0009818671,1.0256974688
CDS,SATW20_03190,-1,367259,368791,1533,1,0.9361034128,0.8557622601,1.0149230112
IG,,1,368792,368830,39,1,0.9700873651,0.9021194605,1.0380552696
CDS,SATW20_03200,-1,368831,369712,882,1,1.059063531,1.0071484097,1.1109662945
IG,,1,369713,369869,157,1,1.0627708713,0.9639084646,1.1616332779
CDS,SATW20_03210,1,369870,370730,861,1,1.133210336,1.0652300736,1.2061213609
IG,,1,370731,371006,276,1,1.1276493256,1.0905759231,1.1863488796
CDS,SATW20_03220,-1,371007,371807,801,1,1.0202051129,0.9638947338,1.0655170492
IG,,1,371808,371946,139,1,1.0504130704,1.0380552696,1.0627708713
CDS,SATW20_03230,1,371947,372615,669,1,1.0905759231,1.0519423483,1.1322989482
IG,,1,372616,372740,125,1,0.9948029667,0.939192863,1.0504130704
CDS,SATW20_03240,-1,372741,374054,1314,1,0.9383101629,0.8773950318,1.0054041944
IG,,1,374055,374470,416,1,1.0677139916,1.0009818671,1.1320239871
CDS,SATW20_03250,1,374471,375775,1305,1,1.1024923739,1.0221578416,1.19341048
